Student_ID,Age,Gender,Year_of_Study,Sleep_Hours,Study_Hours_Per_Week,GPA,Social_Media_Hours,Screen_Time_Hours,Physical_Activity,Financial_Stress,Family_Support,Attendance_Rate,Part_Time_Job,Diet_Quality,Previous_Mental_Health_History,Mental_Health_Risk
STU0463,19,Female,1,6.4,11.8,2.41,6.5,10.7,High,8.0,6.3,79.0,No,Average,Yes,High
STU0464,21,Male,3,4.8,19.0,2.25,7.4,10.3,Low,6.4,5.6,84.1,Yes,Poor,No,High
STU0465,21,Male,3,5.8,17.8,2.49,6.1,9.3,Moderate,5.4,2.6,83.7,No,Average,No,High
STU0466,21,Male,3,7.3,18.1,2.82,5.2,8.6,High,6.0,6.3,94.1,No,Good,No,Low
STU0467,22,Female,1,8.7,25.9,2.52,7.6,9.4,Low,5.5,2.7,93.2,Yes,Average,No,Medium
STU0468,23,Male,1,6.7,18.4,2.32,4.3,8.5,Moderate,6.6,5.1,74.3,Yes,Average,Yes,Medium
STU0469,20,Female,1,7.2,19.4,2.64,5.3,7.0,Moderate,4.8,4.5,90.2,Yes,Poor,No,Medium
STU0470,20,Male,2,7.8,20.0,3.37,5.4,9.6,Moderate,7.6,5.1,95.9,No,Poor,No,Medium
STU0471,20,Male,3,5.9,14.6,2.09,9.0,12.0,High,4.8,4.0,73.1,No,Average,Yes,High
STU0472,17,Female,4,7.2,25.6,3.38,7.2,7.6,Moderate,4.5,7.9,85.1,Yes,Good,No,Low
STU0473,18,Male,3,6.0,25.3,3.28,7.0,8.6,Low,5.6,2.4,96.0,No,Average,No,High
STU0474,24,Male,2,7.8,14.6,2.45,6.2,6.6,Low,9.4,6.9,85.1,No,Average,No,Medium
STU0475,25,Female,5,7.0,30.9,2.83,7.3,11.2,Low,4.8,3.7,85.3,No,Average,No,Low
STU0476,20,Male,3,7.1,23.8,2.5,6.0,8.5,Moderate,9.0,9.0,86.3,No,Average,No,Medium
STU0477,22,Male,5,5.9,34.4,2.92,5.5,5.3,Moderate,2.4,3.8,91.5,Yes,Average,No,Low
STU0478,22,Male,3,7.6,19.3,2.19,6.2,9.2,Low,3.2,6.7,76.2,No,Average,No,Medium
STU0479,28,Female,2,9.1,13.6,2.52,6.6,8.5,Moderate,9.1,5.2,93.2,No,Poor,No,Medium
STU0480,23,Female,1,5.7,13.6,2.76,6.4,7.1,Moderate,7.2,7.1,72.4,No,Good,No,High
STU0481,21,Female,4,6.4,29.7,2.66,4.8,9.3,Low,9.1,6.7,95.2,Yes,Poor,No,High
STU0482,19,Female,1,7.1,7.7,2.16,7.8,10.4,Moderate,8.2,6.7,86.8,Yes,Average,No,High
STU0483,17,Male,2,7.7,9.7,1.82,7.4,9.5,Moderate,7.3,3.2,76.6,No,Average,No,Medium
STU0484,21,Male,3,6.2,21.4,2.69,5.8,7.8,Moderate,4.6,9.2,92.2,Yes,Good,Yes,Medium
STU0485,19,Female,3,3.7,19.2,2.41,6.0,8.3,Low,6.1,6.6,77.1,No,Good,Yes,High
STU0486,18,Male,3,8.3,21.0,2.73,2.9,3.8,Moderate,7.3,7.3,87.2,No,Poor,Yes,Low
STU0487,20,Male,1,7.6,18.8,2.53,6.6,10.6,High,4.8,7.2,86.8,Yes,Average,Yes,Low
STU0488,19,Male,2,4.9,15.8,2.23,7.1,9.0,Moderate,4.6,4.9,85.0,No,Poor,Yes,High
STU0489,25,Male,3,6.1,13.5,2.48,7.8,10.3,Moderate,3.0,2.6,79.0,No,Poor,No,Medium
STU0490,23,Non-binary,5,8.5,35.2,3.14,4.4,4.4,Moderate,8.2,7.4,85.4,No,Good,No,Low
STU0491,21,Male,4,8.4,20.0,2.78,6.2,7.1,Low,3.0,7.1,87.6,No,Poor,Yes,Low
STU0492,24,Female,5,7.8,22.8,2.79,6.7,9.9,Moderate,9.0,6.7,81.7,No,Poor,No,Medium
STU0493,21,Male,4,6.6,28.4,3.15,6.7,9.7,Low,7.8,6.1,90.8,No,Poor,No,Medium
STU0494,19,Non-binary,3,6.9,19.5,2.77,5.7,10.3,Low,8.1,6.9,82.3,No,Average,Yes,High
STU0495,24,Male,1,6.7,14.7,2.47,6.8,10.9,Moderate,6.8,9.4,91.8,No,Good,Yes,Medium
STU0496,22,Male,3,8.0,22.9,3.2,7.4,9.6,Low,3.8,5.5,100.0,Yes,Poor,Yes,Medium
STU0497,19,Female,3,5.8,25.3,2.79,3.3,6.4,Moderate,6.2,6.8,84.7,No,Average,No,Low
STU0498,21,Female,3,5.9,19.7,2.9,5.3,7.4,Low,4.0,7.7,93.8,No,Average,No,Low
STU0499,19,Male,2,7.9,24.1,2.96,7.1,12.1,Low,6.1,7.5,86.3,Yes,Average,Yes,Medium
STU0500,18,Male,3,6.8,12.5,1.8,7.8,11.7,High,1.9,3.6,74.2,No,Average,Yes,Medium
STU0501,23,Male,2,8.3,21.0,3.1,6.4,9.1,High,3.5,6.1,85.6,No,Average,No,Low
STU0502,25,Male,3,6.1,17.6,2.5,5.8,8.5,Low,2.9,5.9,85.6,Yes,Average,No,Medium
STU0503,18,Male,1,6.7,20.5,2.57,5.1,9.3,Moderate,7.6,8.1,72.9,No,Good,No,Medium
STU0504,22,Female,4,5.8,24.6,2.73,4.9,8.1,Low,7.6,9.5,90.8,Yes,Poor,No,High
STU0505,20,Male,1,6.8,12.3,2.24,8.3,12.7,Moderate,9.2,5.7,84.0,No,Poor,No,High
STU0506,20,Male,1,5.2,17.7,2.46,5.6,5.5,Moderate,6.5,8.7,91.8,No,Good,No,Medium
STU0507,20,Female,2,6.3,21.6,2.41,5.9,9.0,Low,5.4,6.3,88.7,Yes,Average,No,Medium
STU0508,19,Non-binary,3,5.2,23.6,2.95,4.9,6.8,Moderate,4.4,4.9,88.5,No,Good,No,Medium
STU0509,21,Female,2,7.6,13.9,2.41,7.5,12.1,Low,5.5,9.8,82.0,No,Average,No,Medium
STU0510,19,Male,2,7.6,16.1,2.4,5.9,10.3,Low,5.0,9.9,95.1,No,Average,No,Low
STU0511,22,Male,3,4.9,21.0,2.2,5.8,8.3,Moderate,3.2,3.1,98.4,No,Average,No,High
STU0512,21,Non-binary,2,8.3,17.8,2.7,4.5,8.8,Moderate,7.4,3.8,83.8,No,Poor,Yes,Medium
STU0513,20,Male,5,9.5,30.0,3.12,6.0,8.0,Moderate,5.3,8.0,96.0,Yes,Good,No,Low
STU0514,19,Male,5,6.9,18.9,2.67,6.1,8.7,Moderate,9.1,7.7,81.1,No,Average,No,Low
STU0515,20,Female,3,6.1,22.3,2.29,6.0,9.9,Moderate,8.0,5.5,79.6,No,Good,Yes,High
STU0516,23,Female,2,9.9,16.8,2.22,8.4,10.9,Moderate,3.4,4.5,80.6,Yes,Average,No,Low
STU0517,22,Female,4,5.3,20.6,2.68,3.9,6.1,Moderate,7.1,6.6,90.9,Yes,Poor,No,High
STU0518,19,Male,1,6.8,12.0,2.78,6.0,9.5,Moderate,7.8,6.7,79.2,No,Average,Yes,High
STU0519,21,Male,2,7.0,17.1,2.2,6.3,8.4,Moderate,8.4,7.0,94.0,No,Poor,No,High
STU0520,23,Non-binary,2,8.3,3.6,2.67,7.3,9.9,Moderate,7.4,5.9,92.6,No,Average,Yes,Medium
STU0521,17,Male,5,7.2,24.2,2.82,4.5,8.7,Moderate,7.6,6.4,91.6,No,Average,No,Low
STU0522,22,Female,1,6.7,11.5,2.28,5.9,8.4,Moderate,5.5,6.5,81.6,No,Average,No,Medium
STU0523,20,Female,3,5.8,23.1,2.48,4.7,5.2,Moderate,4.2,4.3,90.7,Yes,Good,No,Low
STU0524,22,Female,4,6.4,20.8,2.16,5.6,8.5,Moderate,8.4,8.7,62.5,No,Good,Yes,High
STU0525,19,Male,2,5.7,17.1,2.71,8.2,9.9,Moderate,5.8,6.2,89.3,No,Good,No,Low
STU0526,17,Male,1,6.9,21.2,2.39,6.0,9.5,Moderate,9.0,7.7,85.5,Yes,Poor,Yes,High
STU0527,17,Female,5,6.2,31.0,2.63,6.1,9.4,High,9.0,8.6,72.6,No,Average,No,Low
STU0528,21,Female,3,5.2,24.6,2.9,6.0,10.3,Moderate,2.7,2.8,90.2,No,Good,No,Medium
STU0529,22,Female,3,8.2,19.0,2.56,7.2,10.8,High,6.9,5.6,86.6,No,Average,No,Medium
STU0530,19,Male,1,6.3,17.2,2.0,3.5,7.3,Moderate,5.0,6.7,69.0,No,Poor,No,Medium
STU0531,22,Male,2,5.4,17.1,2.39,6.0,7.7,High,3.5,7.6,76.0,No,Good,No,Low
STU0532,17,Female,2,6.6,17.2,2.57,7.6,11.1,Moderate,5.3,9.0,99.9,No,Good,Yes,Medium
STU0533,21,Female,1,6.9,16.6,2.63,5.8,10.7,High,4.4,7.9,84.5,No,Average,No,Low
STU0534,18,Female,1,4.9,12.6,2.13,8.5,10.2,Low,4.4,9.3,89.6,No,Poor,Yes,High
STU0535,20,Male,4,7.2,30.0,3.66,6.5,11.2,Low,4.4,7.9,99.8,Yes,Poor,Yes,Medium
STU0536,21,Female,1,5.6,14.4,2.26,6.0,7.9,Moderate,9.8,3.5,86.3,No,Average,No,High
STU0537,19,Female,1,8.7,17.5,2.56,6.0,7.2,High,9.1,5.6,92.5,No,Average,No,Low
STU0538,20,Female,3,7.4,26.8,2.58,4.3,7.2,Moderate,7.4,8.2,70.7,No,Average,Yes,Low
STU0539,23,Male,4,6.4,28.1,2.83,4.6,8.0,Low,7.4,4.9,85.4,No,Poor,No,High
STU0540,20,Male,1,6.0,9.4,2.39,5.8,9.4,Moderate,5.4,6.6,62.8,No,Average,No,Medium
STU0541,23,Female,3,6.7,22.8,3.01,6.1,7.4,Moderate,8.3,5.3,75.8,Yes,Average,No,Medium
STU0542,19,Male,1,7.5,18.4,2.13,4.7,7.7,Low,6.6,3.6,79.0,No,Poor,No,Medium
STU0543,22,Female,1,6.8,18.6,2.46,6.7,8.4,Moderate,6.1,7.8,80.1,No,Average,No,Low
STU0544,24,Non-binary,1,6.6,10.5,2.41,7.6,8.3,High,7.3,7.7,84.7,No,Average,No,Low
STU0545,17,Male,4,6.7,21.4,2.8,4.2,5.6,High,8.6,8.6,86.7,No,Average,No,Medium
STU0546,19,Female,1,6.1,19.0,2.5,7.6,9.2,Low,5.7,9.0,85.9,No,Good,Yes,High
STU0547,22,Male,1,6.4,12.0,2.47,7.3,10.4,Low,4.8,5.0,86.0,Yes,Poor,No,Medium
STU0548,21,Female,2,4.5,16.8,2.08,7.1,11.0,Moderate,2.0,3.2,84.8,Yes,Good,No,High
STU0549,22,Non-binary,4,7.9,30.3,3.43,4.2,4.9,Moderate,6.1,6.5,83.9,No,Good,No,Low
STU0550,20,Male,2,7.1,17.8,2.83,6.8,9.7,Low,7.4,6.5,81.9,Yes,Average,No,High
STU0551,21,Male,2,5.9,15.1,1.96,7.6,8.7,Moderate,4.7,9.1,81.5,No,Good,Yes,Medium
STU0552,21,Male,1,6.7,11.5,2.15,6.8,10.1,Moderate,7.0,6.2,82.8,No,Poor,No,Low
STU0553,24,Male,2,6.7,19.3,2.25,8.1,9.9,High,7.6,5.3,75.9,No,Average,Yes,High
STU0554,22,Female,3,5.7,15.7,2.57,6.5,7.7,High,7.4,7.9,93.0,No,Poor,No,High
STU0555,22,Female,3,7.7,20.0,2.25,7.1,10.6,Low,3.5,3.9,88.6,No,Average,No,Medium
STU0556,20,Male,2,7.2,19.3,2.48,6.4,8.2,High,4.8,5.4,78.9,Yes,Average,No,Low
STU0557,20,Male,2,7.2,23.2,2.84,6.3,8.4,Moderate,9.2,5.4,85.6,No,Average,No,Medium
STU0558,20,Male,1,6.3,17.7,2.45,4.6,4.4,Moderate,8.9,4.3,98.8,No,Poor,No,High
STU0559,22,Female,2,7.3,15.1,2.54,6.9,10.5,Moderate,9.0,7.3,86.4,No,Poor,Yes,High
STU0560,20,Male,1,6.5,19.7,2.56,5.3,8.8,Moderate,8.0,5.9,86.1,Yes,Average,No,High
STU0561,22,Female,4,7.4,22.8,2.88,4.9,7.4,Low,6.1,4.3,83.0,No,Poor,No,Medium
STU0562,26,Female,5,4.7,22.1,2.31,7.5,8.2,Moderate,3.3,5.9,81.7,No,Good,No,Medium
STU0563,23,Female,5,6.3,26.3,2.63,5.2,9.2,Low,4.4,6.7,96.4,Yes,Average,No,Medium
STU0564,20,Male,4,8.7,29.8,3.07,4.0,5.7,Moderate,6.5,6.7,89.2,No,Average,Yes,Low
STU0565,24,Female,3,6.0,21.7,2.6,5.5,7.5,Low,5.2,5.9,85.1,No,Poor,No,Medium
STU0566,20,Male,3,6.1,21.1,2.57,4.6,9.9,Low,5.9,5.3,85.5,No,Poor,No,Medium
STU0567,17,Male,2,6.3,24.5,2.45,7.0,8.7,Moderate,3.6,9.1,100.0,No,Average,Yes,Medium
STU0568,19,Female,3,5.5,15.3,2.25,5.8,9.2,Moderate,2.7,6.3,83.8,No,Good,No,Medium
STU0569,17,Female,2,4.4,12.9,2.2,7.2,10.4,Moderate,3.9,7.2,77.4,No,Average,No,High
STU0570,20,Male,2,6.5,11.5,1.89,8.2,11.2,Low,8.4,6.4,76.8,No,Good,No,High
STU0571,21,Male,4,6.9,25.5,2.61,4.9,7.7,High,4.8,7.8,91.1,No,Good,No,Low
STU0572,25,Male,2,6.7,18.7,2.65,6.7,9.7,Moderate,3.6,6.6,75.9,Yes,Poor,No,Medium
STU0573,22,Male,2,6.6,24.2,2.3,4.5,7.3,Low,7.1,7.8,87.0,Yes,Good,No,Medium
STU0574,21,Male,5,6.8,28.0,3.16,7.6,10.0,Moderate,5.1,3.3,83.9,Yes,Average,Yes,High
STU0575,23,Male,1,7.9,13.4,2.84,7.6,11.9,Moderate,7.2,8.3,74.0,Yes,Good,No,Medium
STU0576,17,Female,2,6.6,18.0,2.13,6.0,6.9,Low,7.3,8.0,75.9,No,Average,No,High
STU0577,22,Female,5,6.2,27.5,3.17,4.5,8.2,Moderate,7.2,6.5,89.2,Yes,Poor,No,Medium
STU0578,23,Female,3,6.5,14.3,2.34,6.5,10.0,High,7.1,3.6,93.8,No,Good,Yes,High
STU0579,18,Female,3,7.4,31.8,3.1,4.5,7.8,Moderate,3.0,4.5,95.0,No,Poor,No,Low
STU0580,24,Male,1,8.4,17.1,2.45,8.2,12.0,Low,4.7,9.0,82.6,No,Average,Yes,Low
STU0581,22,Non-binary,2,6.1,18.8,2.77,4.9,7.3,High,6.7,3.0,93.4,Yes,Poor,No,High
STU0582,20,Female,4,6.9,26.5,2.9,5.5,5.8,Low,6.6,8.9,84.9,No,Average,No,Low
STU0583,22,Female,3,7.2,23.8,2.47,5.6,8.0,High,7.2,7.8,74.6,Yes,Average,Yes,Medium
STU0584,26,Female,3,5.7,20.4,2.16,5.8,7.1,Low,6.0,3.9,83.1,No,Good,Yes,High
STU0585,21,Female,1,6.8,12.5,1.91,6.0,8.2,Moderate,8.3,4.1,70.9,No,Poor,No,High
STU0586,22,Female,1,5.2,17.4,2.44,6.1,7.1,Moderate,3.5,6.0,90.2,No,Average,No,Medium
STU0587,20,Male,5,4.9,28.5,2.87,6.0,7.9,Low,7.5,5.8,92.9,No,Average,No,High
STU0588,19,Female,2,7.2,14.8,2.64,7.1,8.9,Moderate,6.1,8.6,79.7,No,Good,Yes,Medium
STU0589,23,Female,3,6.4,26.7,2.56,5.7,5.3,Moderate,7.3,8.5,87.3,No,Average,No,Low
STU0590,19,Female,1,7.0,16.2,2.13,3.3,6.6,Low,2.4,7.8,83.7,Yes,Average,No,Low
STU0591,21,Female,3,6.8,23.9,2.49,5.9,11.1,Moderate,7.0,5.9,91.0,No,Average,Yes,High
STU0592,20,Male,5,5.7,32.6,3.22,3.1,6.3,Moderate,7.3,6.8,80.6,No,Poor,Yes,Medium
STU0593,22,Male,3,6.8,21.1,2.46,6.5,8.8,Low,5.2,9.5,89.0,No,Good,No,Low
STU0594,22,Female,1,5.4,16.3,2.41,6.0,10.2,High,5.3,7.7,75.2,No,Poor,Yes,High
STU0595,23,Female,3,8.3,24.2,2.48,4.7,6.7,High,7.7,4.9,90.3,No,Average,No,Low
STU0596,20,Female,4,5.3,21.1,2.6,5.6,8.2,Low,5.1,4.3,93.0,No,Average,No,High
STU0597,20,Male,2,6.6,18.2,2.37,6.0,8.1,Moderate,3.8,6.8,79.5,Yes,Poor,No,Medium
STU0598,19,Male,4,5.7,24.5,2.95,6.8,8.3,Low,6.1,7.3,96.2,No,Average,No,High
STU0599,20,Female,3,7.4,17.2,2.77,6.4,10.9,Moderate,4.8,8.4,75.6,Yes,Good,No,Low
STU0600,22,Female,4,6.4,33.3,2.8,6.4,7.1,High,9.4,4.8,94.5,Yes,Average,No,High
STU0601,23,Female,3,6.2,15.4,2.36,6.9,10.3,Moderate,9.5,9.3,94.2,No,Poor,Yes,High
STU0602,19,Female,1,7.7,9.8,2.17,7.3,9.7,High,7.6,9.3,85.4,Yes,Poor,No,Low
STU0603,23,Female,2,6.8,23.3,2.25,5.7,10.5,Moderate,5.5,3.7,82.1,No,Good,No,Medium
STU0604,24,Male,1,7.4,17.9,2.3,7.0,9.9,Moderate,2.6,7.1,86.0,No,Average,Yes,Medium
STU0605,22,Female,5,5.7,22.9,2.65,4.0,6.1,High,5.3,6.7,81.7,No,Good,No,Low
STU0606,25,Male,4,5.3,26.4,2.76,5.4,7.6,Moderate,6.6,5.3,100.0,Yes,Average,No,High
STU0607,19,Male,3,6.9,26.9,2.83,5.2,7.7,Moderate,6.1,7.8,82.9,Yes,Average,No,Low
STU0608,18,Female,2,6.4,17.9,2.39,6.9,8.0,Moderate,6.1,7.9,93.6,No,Average,No,Medium
STU0609,17,Female,1,7.5,25.4,3.07,5.3,6.9,Low,4.7,5.2,83.2,No,Average,No,Low
STU0610,24,Male,4,6.7,17.1,2.5,5.3,5.7,Low,8.2,4.7,96.2,Yes,Good,Yes,High
STU0611,22,Female,2,7.0,20.8,2.82,5.9,7.3,High,6.1,7.2,100.0,Yes,Average,No,Low
STU0612,21,Male,1,5.0,19.7,1.91,4.9,7.5,Moderate,5.6,5.8,84.2,Yes,Poor,No,High
STU0613,22,Male,3,8.9,24.6,1.68,3.6,6.5,High,4.8,7.8,82.1,Yes,Average,Yes,Low
STU0614,19,Male,1,6.6,14.2,2.47,7.3,7.4,Low,7.8,7.1,78.1,No,Average,No,High
STU0615,26,Male,2,7.6,16.8,2.11,6.9,9.2,Moderate,2.4,7.5,75.1,No,Good,No,Low
STU0616,21,Female,2,5.9,19.8,2.44,6.5,9.7,High,2.2,8.2,86.7,No,Good,Yes,Low
STU0617,21,Male,1,7.1,18.3,2.46,7.5,9.8,Low,3.4,6.3,95.0,No,Average,No,Medium
STU0618,23,Female,5,5.4,29.4,3.24,4.4,6.1,Low,6.1,8.2,85.6,Yes,Average,No,Medium
STU0619,22,Female,1,7.3,19.2,2.71,4.6,6.6,Moderate,6.1,8.3,100.0,No,Average,No,Medium
STU0620,21,Male,1,6.4,10.9,2.32,6.8,8.7,Moderate,4.4,5.0,79.6,No,Good,No,Medium
STU0621,19,Female,1,6.8,14.1,2.65,6.2,7.9,Low,6.0,7.8,87.5,Yes,Good,No,Medium
STU0622,22,Male,4,7.6,20.2,2.75,5.1,7.8,High,4.8,6.0,88.1,No,Good,Yes,Low
STU0623,25,Female,2,5.4,16.5,2.24,6.3,11.6,High,6.8,4.8,82.7,No,Poor,Yes,High
STU0624,24,Male,3,6.0,25.1,2.99,4.9,6.5,Moderate,5.4,9.0,73.6,No,Average,No,Low
STU0625,25,Male,1,7.3,15.4,2.14,4.6,6.7,Moderate,8.1,3.9,78.5,No,Poor,No,High
STU0626,20,Male,1,9.1,25.4,3.0,5.0,7.4,High,7.0,9.3,89.4,No,Average,Yes,Low
STU0627,19,Male,2,6.6,18.8,2.06,5.0,6.7,Moderate,5.0,5.9,81.7,No,Poor,No,Low
STU0628,21,Male,4,7.5,24.2,2.81,5.8,9.6,Low,5.0,8.6,91.3,Yes,Poor,No,Low
STU0629,21,Female,4,6.7,24.4,2.76,4.9,4.6,Low,5.8,8.0,91.9,Yes,Average,No,Medium
STU0630,23,Female,1,8.9,12.4,3.0,7.9,9.8,Low,2.8,6.0,86.3,No,Average,No,Low
STU0631,17,Female,3,4.9,20.8,2.0,7.5,11.0,Low,8.4,6.2,75.3,Yes,Poor,No,High
STU0632,24,Female,5,6.9,31.5,2.75,5.5,7.6,Low,4.5,6.9,97.3,No,Poor,Yes,High
STU0633,21,Male,2,5.0,18.5,2.65,4.6,6.1,Moderate,4.9,6.7,76.4,No,Average,No,Medium
STU0634,20,Male,4,4.0,20.8,2.5,7.4,10.4,Low,8.7,6.0,80.8,Yes,Poor,No,High
STU0635,19,Male,1,7.1,11.3,2.39,8.4,12.0,Low,8.6,5.4,78.4,No,Average,No,High
STU0636,17,Male,5,7.0,25.2,2.46,5.5,8.3,Moderate,4.7,7.9,90.0,No,Average,No,Low
STU0637,23,Female,4,6.5,24.3,2.51,6.9,8.4,Low,4.9,5.3,94.3,Yes,Good,No,Medium
STU0638,21,Female,5,6.7,31.8,3.3,6.0,7.3,Moderate,8.4,5.8,88.6,No,Poor,No,Medium
STU0639,18,Male,3,10.0,15.6,2.65,4.6,6.6,Low,5.5,6.3,87.5,No,Poor,Yes,Low
STU0640,18,Male,2,6.5,16.7,2.57,5.6,9.0,High,6.5,5.5,88.4,Yes,Average,No,Low
STU0641,20,Female,5,7.4,27.6,2.81,7.0,11.3,High,4.3,7.1,99.5,Yes,Good,No,Low
STU0642,25,Female,2,6.1,10.7,1.89,5.4,4.8,Moderate,9.3,6.5,68.9,Yes,Poor,Yes,High
STU0643,20,Male,2,7.1,14.7,2.72,6.5,9.1,Moderate,8.4,7.7,91.5,Yes,Poor,No,Medium
STU0644,18,Female,3,6.5,18.3,2.65,6.2,6.6,High,8.0,9.2,88.5,Yes,Good,No,Low
STU0645,20,Non-binary,4,6.3,20.8,3.26,5.4,10.8,Low,7.8,8.5,87.0,No,Poor,No,Medium
STU0646,20,Male,5,8.8,27.8,2.65,4.8,6.7,High,8.1,9.7,88.2,Yes,Poor,No,Low
STU0647,17,Male,1,8.1,14.4,2.75,6.6,10.0,Moderate,6.1,5.5,91.7,Yes,Good,No,Low
STU0648,21,Female,4,7.0,21.8,2.25,5.3,7.8,Moderate,7.6,7.9,87.6,Yes,Good,No,Medium
STU0649,20,Female,4,4.3,25.7,2.62,4.0,5.5,Moderate,7.0,7.0,100.0,No,Average,No,Medium
STU0650,23,Female,1,6.4,21.9,2.9,6.0,7.4,Moderate,9.2,7.5,88.3,No,Good,No,Low
STU0651,25,Male,2,9.8,24.6,2.3,6.6,11.0,Moderate,6.1,7.3,84.0,No,Average,Yes,Low
STU0652,23,Male,2,6.5,10.3,2.2,7.8,11.4,Moderate,7.3,5.0,81.9,No,Poor,Yes,High
STU0653,20,Female,2,8.0,20.3,2.5,5.2,10.0,Moderate,5.1,6.8,88.9,No,Average,No,Low
STU0654,19,Female,5,8.4,26.3,2.67,4.1,6.7,Low,4.7,3.3,85.8,No,Average,No,Low
STU0655,27,Male,3,7.0,21.6,2.75,6.0,8.4,Moderate,9.0,8.2,86.6,Yes,Average,No,Medium
STU0656,21,Female,3,5.9,19.4,2.83,7.6,9.8,Moderate,7.6,4.5,87.1,Yes,Good,Yes,High
STU0657,21,Female,5,4.1,27.5,2.57,5.9,8.1,Low,3.3,5.3,84.5,Yes,Poor,No,High
STU0658,21,Female,2,7.6,18.6,2.65,6.8,8.0,Low,3.6,6.5,81.6,No,Average,No,Low
STU0659,21,Female,4,5.9,21.7,2.6,6.7,9.3,Low,7.7,7.3,88.5,Yes,Average,No,High
STU0660,21,Female,2,7.0,14.4,2.42,7.0,8.6,Moderate,6.0,8.0,82.5,Yes,Poor,No,Medium
STU0661,20,Male,4,5.4,22.2,2.22,5.9,8.9,Moderate,7.9,4.0,87.6,No,Average,Yes,High
STU0662,20,Female,1,6.5,15.9,2.76,7.1,9.8,Low,6.9,2.1,87.3,No,Average,Yes,High
STU0663,21,Male,5,6.8,29.4,2.95,4.5,7.3,High,6.1,8.0,85.0,No,Good,No,Low
STU0664,20,Female,1,7.1,18.4,2.67,4.7,9.2,Moderate,4.4,8.6,97.0,No,Good,No,Low
STU0665,19,Male,2,5.6,16.0,2.13,7.1,9.6,Moderate,7.7,8.4,82.1,No,Average,No,High
STU0666,21,Female,4,8.1,25.1,2.68,6.7,10.1,Low,6.6,8.1,90.4,No,Average,No,Medium
STU0667,20,Male,2,6.1,21.9,2.53,4.7,9.7,Moderate,5.1,6.1,80.3,No,Average,Yes,High
STU0668,24,Male,3,6.7,25.7,2.16,6.3,10.4,Moderate,2.2,3.7,68.8,No,Average,No,Medium
STU0669,17,Male,2,6.7,17.8,2.0,7.9,11.8,High,4.6,5.2,78.0,Yes,Poor,No,High
STU0670,23,Male,4,6.7,23.1,2.49,5.7,7.8,Moderate,6.2,6.8,70.0,No,Average,No,Low
STU0671,24,Female,1,6.7,15.8,2.62,5.6,8.4,Moderate,4.1,4.4,84.1,Yes,Average,No,Low
STU0672,17,Female,1,8.3,10.4,2.2,7.1,8.0,High,4.2,4.8,93.5,No,Average,Yes,Medium
STU0673,20,Female,2,6.5,17.2,2.17,5.7,8.8,Low,7.5,5.5,76.7,No,Good,Yes,High
STU0674,20,Male,2,6.7,21.0,2.35,5.3,8.1,Low,7.2,7.1,69.4,Yes,Poor,No,High
STU0675,18,Male,1,5.6,17.6,2.28,6.7,9.2,Moderate,8.2,6.5,94.2,No,Average,No,High
STU0676,19,Male,2,7.7,16.9,2.44,4.7,8.4,Low,3.2,5.7,81.3,Yes,Average,No,Medium
STU0677,19,Male,2,7.0,18.9,3.21,4.7,5.8,Low,1.8,6.3,89.1,No,Average,No,Low
STU0678,25,Female,1,6.3,11.7,2.61,6.8,11.3,Moderate,5.7,7.0,91.2,No,Poor,Yes,High
STU0679,23,Male,3,4.7,23.8,2.85,5.6,9.2,Low,3.3,6.1,90.8,Yes,Average,No,High
STU0680,24,Male,4,8.4,23.7,3.15,6.0,8.4,Moderate,3.2,7.9,94.2,No,Poor,No,Low
STU0681,23,Male,1,5.4,13.9,2.0,8.5,10.8,High,3.8,5.7,88.3,Yes,Good,No,High
STU0682,19,Male,3,6.1,19.6,2.15,6.1,9.2,Low,6.1,4.7,70.7,No,Good,No,Medium
STU0683,20,Female,3,7.2,20.7,2.29,6.5,10.8,Low,1.5,3.8,73.8,No,Poor,Yes,High
STU0684,22,Female,2,5.5,16.2,2.77,5.4,8.0,Low,6.1,3.3,94.8,No,Poor,No,High
STU0685,18,Male,3,5.2,23.6,2.41,6.4,9.1,Low,3.1,8.1,79.0,No,Poor,No,High
STU0686,23,Male,2,4.5,16.4,1.93,5.8,8.3,Low,5.2,8.2,76.9,Yes,Poor,No,High
STU0687,20,Male,3,7.6,27.4,2.72,5.3,9.9,Low,8.4,7.5,77.5,No,Poor,No,Medium
STU0688,20,Male,1,6.2,20.9,2.49,5.8,7.9,Moderate,3.7,4.8,82.1,Yes,Poor,No,Medium
STU0689,23,Male,3,10.0,17.4,2.8,7.3,9.8,Low,2.9,3.8,84.4,No,Average,Yes,Low
STU0690,22,Non-binary,3,5.7,21.3,2.61,6.0,8.9,Moderate,4.6,5.4,79.1,Yes,Average,No,Medium
STU0691,20,Female,1,5.8,12.4,2.03,4.5,7.2,High,4.7,7.2,74.8,No,Average,No,Low
STU0692,24,Female,2,6.2,16.7,2.64,6.1,10.0,Moderate,3.3,8.7,88.1,No,Average,No,Low
STU0693,19,Male,5,7.1,35.0,2.86,5.0,6.4,Moderate,5.6,8.5,81.5,Yes,Good,No,Low
STU0694,22,Male,2,6.3,16.8,2.4,6.5,8.8,Low,5.3,8.2,85.1,Yes,Good,No,Medium
STU0695,22,Female,3,7.5,22.4,2.9,7.0,11.3,Moderate,6.8,5.2,72.1,Yes,Average,Yes,High
